2015-12-24 12:00:03.489697,Worali,O3,84
2015-12-24 12:00:03.489697,BKC,PM10,127
2015-12-24 12:00:03.489697,BKC,PM2.5,242
2015-12-24 12:00:03.489697,BKC,NO2,166
2015-12-24 12:00:03.489697,BKC,CO,29
2015-12-24 12:00:03.489697,BKC,O3,40
2015-12-24 12:00:03.489697,Borivali,PM10,151
2015-12-24 12:00:03.489697,Borivali,PM2.5,280
2015-12-24 12:00:03.489697,Borivali,NO2,71
2015-12-24 12:00:03.489697,Borivali,CO,29
2015-12-24 12:00:03.489697,Borivali,O3,70
2015-12-24 12:00:03.489697,Chembur,PM10,182
2015-12-24 12:00:03.489697,Chembur,PM2.5,312
2015-12-24 12:00:03.489697,Chembur,NO2,60
2015-12-24 12:00:03.489697,Chembur,CO,
2015-12-24 12:00:03.489697,Chembur,O3,96
2015-12-24 12:00:03.489697,Andheri,PM10,177
2015-12-24 12:00:03.489697,Andheri,PM2.5,326
2015-12-24 12:00:03.489697,Andheri,NO2,74
2015-12-24 12:00:03.489697,Andheri,CO,29
2015-12-24 12:00:03.489697,Andheri,O3,39
2015-12-24 12:00:03.489697,Malad,PM10,167
2015-12-24 12:00:03.489697,Malad,PM2.5,329
2015-12-24 12:00:03.489697,Malad,NO2,164
2015-12-24 12:00:03.489697,Malad,CO,
2015-12-24 12:00:03.489697,Malad,O3,63
2015-12-24 12:00:03.489697,Bhandup,PM10,145
2015-12-24 12:00:03.489697,Bhandup,PM2.5,252
2015-12-24 12:00:03.489697,Bhandup,NO2,67
2015-12-24 12:00:03.489697,Bhandup,CO,29
2015-12-24 12:00:03.489697,Bhandup,O3,63
2015-12-24 12:00:03.489697,Colaba,PM10,116
2015-12-24 12:00:03.489697,Colaba,PM2.5,156
2015-12-24 12:00:03.489697,Colaba,NO2,33
2015-12-24 12:00:03.489697,Colaba,CO,29
2015-12-24 12:00:03.489697,Colaba,O3,87
2015-12-24 16:00:03.807207,Mazagaon,PM10,116
2015-12-24 16:00:03.807207,Mazagaon,PM2.5,211
2015-12-24 16:00:03.807207,Mazagaon,NO2,172
2015-12-24 16:00:03.807207,Mazagaon,CO,29
2015-12-24 16:00:03.807207,Mazagaon,O3,70
2015-12-24 16:00:03.807207,Worali,PM10,116
2015-12-24 16:00:03.807207,Worali,PM2.5,191
2015-12-24 16:00:03.807207,Worali,NO2,45
2015-12-24 16:00:03.807207,Worali,CO,29
2015-12-24 16:00:03.807207,Worali,O3,3
2015-12-24 16:00:03.807207,BKC,PM10,130
